epoch,step,loss,eval_loss,learning_rate,elapsed_seconds
0.1282051282051282,10,0.6992350101470948,,7.500000000000001e-06,3.8022762750001675
0.2564102564102564,20,0.6988351821899415,,1.5833333333333333e-05,7.064794788000199
0.38461538461538464,30,0.6969033241271972,,1.9523809523809524e-05,10.330289151000215
0.5128205128205128,40,0.6922670364379883,,1.8571428571428575e-05,13.600531848000173
0.6410256410256411,50,0.6935324192047119,,1.761904761904762e-05,16.871386708000045
0.7692307692307693,60,0.6868439674377441,,1.6666666666666667e-05,20.15508470800023
0.8974358974358975,70,0.7052981376647949,,1.5714285714285715e-05,23.436944049999966
1.0,78,,0.6913629174232483,,26.982201798999995
1.0256410256410255,80,0.691170072555542,,1.4761904761904763e-05,28.441849160999936
1.1538461538461537,90,0.680534839630127,,1.3809523809523811e-05,31.72751833600023
1.282051282051282,100,0.6780438423156738,,1.2857142857142859e-05,35.01537861099996
1.4102564102564101,110,0.6793688774108887,,1.1904761904761905e-05,38.301908336
1.5384615384615383,120,0.6797147274017334,,1.0952380952380955e-05,41.587099409000075
1.6666666666666665,130,0.6713357448577881,,1e-05,44.855339747000016
1.7948717948717947,140,0.6602488994598389,,9.047619047619049e-06,48.13896997400025
1.9230769230769231,150,0.673338794708252,,8.095238095238097e-06,51.42759135000006
2.0,156,,0.6918503642082214,,54.28252043600014
2.051282051282051,160,0.6540794372558594,,7.1428571428571436e-06,56.25340177399994
2.1794871794871793,170,0.6456953525543213,,6.1904761904761914e-06,59.54105728200011
2.3076923076923075,180,0.6306995391845703,,5.2380952380952384e-06,62.84639069900004
2.435897435897436,190,0.6214609146118164,,4.2857142857142855e-06,66.13909714700003
2.564102564102564,200,0.6299153804779053,,3.3333333333333333e-06,69.44302914900027
2.6923076923076925,210,0.6172335624694825,,2.380952380952381e-06,72.73439930799987
2.8205128205128203,220,0.6427170276641846,,1.4285714285714286e-06,76.03218162400026
2.948717948717949,230,0.6437925338745117,,4.7619047619047623e-07,79.32499550000011
3.0,234,,0.6839388608932495,,81.52194641899996
3.0,234,,,,82.19256716600012
