epoch,step,loss,eval_loss,learning_rate,elapsed_seconds
0.1282051282051282,10,0.6927846908569336,,7.500000000000001e-06,2.863958229000673
0.2564102564102564,20,0.6938712120056152,,1.5833333333333333e-05,5.235604295000485
0.38461538461538464,30,0.6909670352935791,,1.9523809523809524e-05,7.615795827000511
0.5128205128205128,40,0.6959253311157226,,1.8571428571428575e-05,10.000631493000583
0.6410256410256411,50,0.6920368671417236,,1.761904761904762e-05,12.387575458000356
0.7692307692307693,60,0.6906706809997558,,1.6666666666666667e-05,14.77509424100026
0.8974358974358975,70,0.7004108905792237,,1.5714285714285715e-05,17.16457962200002
1.0,78,,0.6909740567207336,,20.005964248000055
1.0256410256410255,80,0.6954689979553222,,1.4761904761904763e-05,21.275306702000307
1.1538461538461537,90,0.6865913391113281,,1.3809523809523811e-05,23.665548360000685
1.282051282051282,100,0.689623212814331,,1.2857142857142859e-05,26.06147699900066
1.4102564102564101,110,0.6924577713012695,,1.1904761904761905e-05,28.46028775100058
1.5384615384615383,120,0.690710973739624,,1.0952380952380955e-05,30.857923051999933
1.6666666666666665,130,0.6893157958984375,,1e-05,33.24155947700001
1.7948717948717947,140,0.6911098003387451,,9.047619047619049e-06,35.638336750000235
1.9230769230769231,150,0.6902286529541015,,8.095238095238097e-06,38.03908638700068
2.0,156,,0.690147876739502,,40.41189756700078
2.051282051282051,160,0.6908915042877197,,7.1428571428571436e-06,42.009890504000396
2.1794871794871793,170,0.6906283855438232,,6.1904761904761914e-06,44.4041437650003
2.3076923076923075,180,0.6887771606445312,,5.2380952380952384e-06,46.82101349000004
2.435897435897436,190,0.6859475612640381,,4.2857142857142855e-06,49.22116214500056
2.564102564102564,200,0.6902128219604492,,3.3333333333333333e-06,51.638163641000574
2.6923076923076925,210,0.688931941986084,,2.380952380952381e-06,54.0412786980005
2.8205128205128203,220,0.6887985229492187,,1.4285714285714286e-06,56.43976038300025
2.948717948717949,230,0.6914597034454346,,4.7619047619047623e-07,58.83820100600042
3.0,234,,0.6906698346138,,60.735879318000116
3.0,234,,,,61.42965008800002
